id,sentiment,kfold,lr_svd_pred
2388_3,0,4,0.3
9767_3,0,4,0.57
2122_4,0,4,0.57
550_4,0,4,0.35
2104_2,0,4,0.29
5967_4,0,4,0.19
6118_1,0,4,0.32
12332_3,0,4,0.46
9278_4,0,4,0.33
12349_4,0,4,0.41
11043_1,0,4,0.25
4709_2,0,4,0.5
386_4,0,4,0.51
3759_1,0,4,0.35
9146_1,0,4,0.3
5866_1,0,4,0.45
11469_4,0,4,0.38
2187_2,0,4,0.36
7809_1,0,4,0.57
5723_1,0,4,0.34
8103_3,0,4,0.36
6325_1,0,4,0.62
8895_3,0,4,0.73
3972_4,0,4,0.52
4753_3,0,4,0.66
10156_1,0,4,0.4
6596_1,0,4,0.44
5257_3,0,4,0.31
2126_1,0,4,0.42
2204_2,0,4,0.14
2054_4,0,4,0.47
862_1,0,4,0.21
7540_4,0,4,0.5
529_1,0,4,0.37
11246_2,0,4,0.26
7073_3,0,4,0.51
3166_3,0,4,0.38
7287_7,1,4,0.28
7020_10,1,4,0.65
6472_10,1,4,0.68
12452_8,1,4,0.78
2339_1,0,4,0.33
4598_4,0,4,0.61
10883_1,0,4,0.32
8089_4,0,4,0.35
6264_7,1,4,0.63
278_1,0,4,0.13
2481_1,0,4,0.28
6878_1,0,4,0.32
12108_4,0,4,0.41
1393_7,1,4,0.53
4155_1,0,4,0.39
12163_8,1,4,0.54
2819_3,0,4,0.38
1957_7,1,4,0.61
792_8,1,4,0.58
12451_10,1,4,0.75
12459_10,1,4,0.65
157_9,1,4,0.47
710_9,1,4,0.68
8847_9,1,4,0.54
1430_1,0,4,0.37
2476_10,1,4,0.62
388_8,1,4,0.69
5914_1,0,4,0.35
5379_2,0,4,0.31
773_7,1,4,0.43
9249_3,0,4,0.57
4154_1,0,4,0.16
7737_10,1,4,0.71
1832_4,0,4,0.56
716_1,0,4,0.2
4389_2,0,4,0.4
11523_2,0,4,0.24
3418_1,0,4,0.23
5697_8,1,4,0.8
350_9,1,4,0.63
2037_1,0,4,0.28
3331_8,1,4,0.71
4280_10,1,4,0.5
8164_1,0,4,0.47
2563_1,0,4,0.37
9507_3,0,4,0.22
6635_1,0,4,0.51
12186_1,0,4,0.47
10139_4,0,4,0.53
785_2,0,4,0.43
4712_2,0,4,0.43
8220_1,0,4,0.25
321_10,1,4,0.57
4733_1,0,4,0.22
10183_7,1,4,0.69
6188_9,1,4,0.75
5694_9,1,4,0.62
1746_1,0,4,0.28
7721_7,1,4,0.62
2478_10,1,4,0.58
5837_3,0,4,0.35
3490_3,0,4,0.33
7150_9,1,4,0.73
114_10,1,4,0.4
11549_2,0,4,0.3
7296_1,0,4,0.59
5830_2,0,4,0.18
9589_10,1,4,0.63
10620_4,0,4,0.43
27_1,0,4,0.08
11064_3,0,4,0.33
7888_1,0,4,0.28
11821_2,0,4,0.25
2637_1,0,4,0.36
11802_7,1,4,0.47
11524_2,0,4,0.38
2936_3,0,4,0.22
10195_1,0,4,0.25
10223_10,1,4,0.71
9016_1,0,4,0.31
11853_7,1,4,0.4
12305_2,0,4,0.36
12094_7,1,4,0.65
2010_8,1,4,0.72
6448_1,0,4,0.3
3629_1,0,4,0.48
159_10,1,4,0.32
8457_1,0,4,0.24
3373_7,1,4,0.76
7977_1,0,4,0.64
12457_8,1,4,0.77
11749_4,0,4,0.37
8380_1,0,4,0.25
8618_8,1,4,0.61
6576_8,1,4,0.64
6274_2,0,4,0.53
1125_3,0,4,0.63
9979_1,0,4,0.26
9873_1,0,4,0.58
4837_1,0,4,0.4
10786_10,1,4,0.56
9077_1,0,4,0.14
4428_10,1,4,0.56
4614_7,1,4,0.56
8599_7,1,4,0.49
4951_8,1,4,0.6
7144_2,0,4,0.32
11501_2,0,4,0.27
1272_4,0,4,0.39
10229_3,0,4,0.19
5305_7,1,4,0.56
10333_1,0,4,0.24
2207_9,1,4,0.33
8868_1,0,4,0.18
4010_2,0,4,0.38
1929_10,1,4,0.56
3606_2,0,4,0.2
635_9,1,4,0.46
10161_9,1,4,0.56
1686_10,1,4,0.77
2138_4,0,4,0.34
1007_10,1,4,0.65
11477_8,1,4,0.57
10845_3,0,4,0.29
1116_9,1,4,0.58
9691_10,1,4,0.74
7142_1,0,4,0.29
567_10,1,4,0.56
5080_2,0,4,0.32
9138_10,1,4,0.66
3534_1,0,4,0.28
11999_10,1,4,0.56
9419_3,0,4,0.48
7011_3,0,4,0.35
8441_10,1,4,0.61
11100_10,1,4,0.69
358_10,1,4,0.74
4980_2,0,4,0.22
10516_4,0,4,0.19
6601_9,1,4,0.54
10752_10,1,4,0.66
4441_7,1,4,0.64
3987_1,0,4,0.26
7016_4,0,4,0.36
1576_10,1,4,0.59
9617_2,0,4,0.55
2208_4,0,4,0.41
1054_8,1,4,0.52
5891_3,0,4,0.57
2939_10,1,4,0.77
2963_8,1,4,0.38
5171_10,1,4,0.48
1315_4,0,4,0.51
3199_10,1,4,0.57
4884_2,0,4,0.43
1303_10,1,4,0.62
2955_1,0,4,0.31
11509_8,1,4,0.74
10335_3,0,4,0.5
12482_4,0,4,0.43
11185_9,1,4,0.5
4469_9,1,4,0.6
8168_4,0,4,0.62
11786_4,0,4,0.64
10913_3,0,4,0.6
8051_7,1,4,0.57
4133_7,1,4,0.73
513_1,0,4,0.3
5019_1,0,4,0.38
10405_8,1,4,0.67
5632_8,1,4,0.56
7628_8,1,4,0.56
10876_1,0,4,0.1
10776_8,1,4,0.77
10835_10,1,4,0.71
543_10,1,4,0.52
11166_1,0,4,0.45
10496_10,1,4,0.83
1349_8,1,4,0.61
11190_10,1,4,0.71
2452_10,1,4,0.58
8624_4,0,4,0.72
8742_3,0,4,0.47
2703_2,0,4,0.3
11577_8,1,4,0.57
1540_4,0,4,0.31
11954_9,1,4,0.53
655_10,1,4,0.66
6831_4,0,4,0.41
84_10,1,4,0.69
11496_4,0,4,0.5
12189_7,1,4,0.71
1034_7,1,4,0.65
2914_8,1,4,0.54
10968_7,1,4,0.74
11661_1,0,4,0.26
7142_8,1,4,0.73
8941_3,0,4,0.49
713_1,0,4,0.21
7865_8,1,4,0.68
8616_1,0,4,0.37
4044_1,0,4,0.35
1718_7,1,4,0.54
5676_9,1,4,0.81
3406_10,1,4,0.57
7208_3,0,4,0.28
5361_10,1,4,0.69
229_1,0,4,0.36
11084_10,1,4,0.79
990_1,0,4,0.28
4826_4,0,4,0.38
10916_7,1,4,0.68
12088_9,1,4,0.63
4274_4,0,4,0.58
10671_10,1,4,0.63
3630_7,1,4,0.74
11027_10,1,4,0.7
6484_1,0,4,0.52
6269_1,0,4,0.31
11596_3,0,4,0.4
11026_7,1,4,0.15
5900_4,0,4,0.31
2878_1,0,4,0.3
9832_10,1,4,0.58
10513_3,0,4,0.2
2606_4,0,4,0.4
12489_10,1,4,0.56
2529_7,1,4,0.66
10098_10,1,4,0.59
7629_10,1,4,0.51
469_7,1,4,0.45
11468_9,1,4,0.35
9594_10,1,4,0.67
1738_7,1,4,0.66
8729_2,0,4,0.31
10066_4,0,4,0.29
9608_10,1,4,0.75
12123_1,0,4,0.48
2685_10,1,4,0.65
12134_8,1,4,0.63
10583_10,1,4,0.77
5880_1,0,4,0.43
217_8,1,4,0.77
9662_10,1,4,0.92
8224_1,0,4,0.29
10846_1,0,4,0.33
10204_8,1,4,0.56
2628_10,1,4,0.66
6235_8,1,4,0.77
7251_10,1,4,0.41
3444_10,1,4,0.38
8782_4,0,4,0.53
11020_4,0,4,0.5
4260_9,1,4,0.54
10708_8,1,4,0.47
99_8,1,4,0.73
1172_3,0,4,0.31
6750_8,1,4,0.64
9480_10,1,4,0.75
10725_1,0,4,0.17
10868_3,0,4,0.56
3349_8,1,4,0.52
10479_10,1,4,0.46
90_4,0,4,0.43
9750_1,0,4,0.62
10349_4,0,4,0.67
7869_9,1,4,0.71
7703_8,1,4,0.62
4714_1,0,4,0.23
3947_7,1,4,0.71
444_4,0,4,0.5
6054_2,0,4,0.21
7134_10,1,4,0.49
1450_3,0,4,0.46
10934_2,0,4,0.41
4000_10,1,4,0.74
3232_9,1,4,0.66
11127_9,1,4,0.44
11693_4,0,4,0.14
4618_3,0,4,0.33
1087_1,0,4,0.37
8912_4,0,4,0.24
1723_1,0,4,0.29
5226_10,1,4,0.48
8951_4,0,4,0.43
5025_10,1,4,0.38
3247_10,1,4,0.5
2479_10,1,4,0.52
7006_4,0,4,0.33
5324_3,0,4,0.42
2676_10,1,4,0.66
199_1,0,4,0.17
6534_4,0,4,0.44
9742_10,1,4,0.65
12277_10,1,4,0.66
2391_10,1,4,0.71
9208_7,1,4,0.51
8294_8,1,4,0.56
9766_9,1,4,0.66
2626_8,1,4,0.41
9317_1,0,4,0.3
9028_3,0,4,0.31
9673_7,1,4,0.47
11197_8,1,4,0.71
2423_4,0,4,0.67
6914_8,1,4,0.66
11630_1,0,4,0.35
11586_9,1,4,0.39
11295_9,1,4,0.76
8327_9,1,4,0.82
11152_10,1,4,0.76
6828_2,0,4,0.43
11426_10,1,4,0.54
5502_10,1,4,0.62
2797_10,1,4,0.5
5695_8,1,4,0.31
10087_4,0,4,0.39
7428_1,0,4,0.2
7890_1,0,4,0.29
6116_1,0,4,0.28
10460_3,0,4,0.34
1849_1,0,4,0.28
10588_10,1,4,0.7
1946_2,0,4,0.51
2075_1,0,4,0.23
3902_10,1,4,0.64
5336_8,1,4,0.64
8334_1,0,4,0.28
6612_1,0,4,0.41
1314_7,1,4,0.61
7597_3,0,4,0.29
12203_2,0,4,0.17
8402_4,0,4,0.63
2385_9,1,4,0.29
11854_1,0,4,0.29
12426_7,1,4,0.72
6359_10,1,4,0.71
4466_8,1,4,0.71
9283_3,0,4,0.34
1297_8,1,4,0.53
7841_4,0,4,0.4
415_3,0,4,0.31
4710_1,0,4,0.35
3319_9,1,4,0.83
9788_3,0,4,0.5
10413_1,0,4,0.27
11756_2,0,4,0.41
2338_1,0,4,0.4
12323_10,1,4,0.77
7809_10,1,4,0.5
4058_2,0,4,0.31
9058_3,0,4,0.41
494_3,0,4,0.32
5376_7,1,4,0.62
9334_4,0,4,0.56
9435_7,1,4,0.63
9006_4,0,4,0.25
4369_3,0,4,0.53
670_1,0,4,0.3
12275_2,0,4,0.41
6423_3,0,4,0.49
821_3,0,4,0.43
6718_10,1,4,0.61
4985_10,1,4,0.5
4220_7,1,4,0.59
1338_7,1,4,0.5
981_2,0,4,0.6
6579_10,1,4,0.71
1960_7,1,4,0.48
10294_1,0,4,0.3
12197_2,0,4,0.59
7141_8,1,4,0.65
10839_2,0,4,0.39
7066_8,1,4,0.64
297_10,1,4,0.48
7752_3,0,4,0.31
617_7,1,4,0.64
1528_1,0,4,0.43
2488_10,1,4,0.59
10466_8,1,4,0.7
9395_9,1,4,0.55
8900_4,0,4,0.41
6174_2,0,4,0.45
4127_1,0,4,0.3
8353_10,1,4,0.53
8691_7,1,4,0.69
2045_9,1,4,0.75
5178_10,1,4,0.79
2854_3,0,4,0.33
10761_10,1,4,0.47
5410_1,0,4,0.36
9374_4,0,4,0.24
6953_2,0,4,0.57
8817_8,1,4,0.58
1239_8,1,4,0.57
7917_8,1,4,0.47
1699_4,0,4,0.54
6728_8,1,4,0.37
3554_1,0,4,0.35
11041_4,0,4,0.39
2168_8,1,4,0.65
1666_2,0,4,0.39
6061_2,0,4,0.3
6488_10,1,4,0.69
8770_2,0,4,0.49
10155_9,1,4,0.63
1069_10,1,4,0.77
7681_9,1,4,0.33
9096_10,1,4,0.71
652_10,1,4,0.6
4806_1,0,4,0.45
706_4,0,4,0.63
8116_9,1,4,0.56
11303_4,0,4,0.39
7490_8,1,4,0.41
9330_2,0,4,0.58
7109_2,0,4,0.24
336_10,1,4,0.75
8920_1,0,4,0.32
6021_7,1,4,0.57
1622_8,1,4,0.67
872_2,0,4,0.16
7151_2,0,4,0.42
2810_10,1,4,0.64
1868_1,0,4,0.17
5827_10,1,4,0.67
8001_3,0,4,0.32
2744_3,0,4,0.36
5492_10,1,4,0.66
10856_2,0,4,0.24
5861_1,0,4,0.39
453_3,0,4,0.68
1659_2,0,4,0.63
1918_3,0,4,0.79
7785_3,0,4,0.27
321_1,0,4,0.38
11412_1,0,4,0.15
5908_10,1,4,0.37
1405_3,0,4,0.64
3223_8,1,4,0.43
3625_2,0,4,0.66
6141_9,1,4,0.67
223_1,0,4,0.33
9575_1,0,4,0.34
5866_9,1,4,0.49
7048_10,1,4,0.38
3855_8,1,4,0.62
10352_4,0,4,0.62
1875_10,1,4,0.8
4764_1,0,4,0.34
6858_2,0,4,0.56
6315_10,1,4,0.36
9138_1,0,4,0.17
9974_8,1,4,0.45
5488_2,0,4,0.37
8086_2,0,4,0.32
4154_10,1,4,0.72
7103_1,0,4,0.31
4220_2,0,4,0.24
1013_2,0,4,0.46
4950_3,0,4,0.51
9321_8,1,4,0.54
9451_8,1,4,0.77
9104_10,1,4,0.35
449_10,1,4,0.78
2399_1,0,4,0.37
9750_10,1,4,0.72
3716_9,1,4,0.76
3997_10,1,4,0.59
11115_10,1,4,0.61
9646_1,0,4,0.25
4741_7,1,4,0.5
9127_7,1,4,0.52
8347_10,1,4,0.73
1812_10,1,4,0.71
10268_1,0,4,0.34
5524_8,1,4,0.58
1399_3,0,4,0.33
2395_4,0,4,0.17
1144_8,1,4,0.67
3776_10,1,4,0.54
8748_8,1,4,0.51
7565_10,1,4,0.77
1930_10,1,4,0.66
1209_1,0,4,0.41
10419_1,0,4,0.36
5536_1,0,4,0.13
10639_7,1,4,0.51
9232_1,0,4,0.32
8052_1,0,4,0.47
5186_3,0,4,0.5
12135_1,0,4,0.46
4636_8,1,4,0.59
8120_3,0,4,0.56
8395_3,0,4,0.33
8779_8,1,4,0.64
9057_3,0,4,0.28
487_4,0,4,0.53
10510_7,1,4,0.56
5049_3,0,4,0.28
685_8,1,4,0.63
5520_1,0,4,0.44
2554_1,0,4,0.19
2225_10,1,4,0.55
10959_4,0,4,0.39
1995_1,0,4,0.58
882_4,0,4,0.47
2884_1,0,4,0.26
5180_2,0,4,0.27
6214_4,0,4,0.27
12294_2,0,4,0.37
8150_2,0,4,0.42
12266_4,0,4,0.49
9007_10,1,4,0.74
2257_7,1,4,0.66
11657_9,1,4,0.75
6005_8,1,4,0.47
10483_4,0,4,0.19
2629_4,0,4,0.5
8749_1,0,4,0.25
6727_4,0,4,0.48
10593_4,0,4,0.22
3012_8,1,4,0.57
11239_8,1,4,0.73
2894_10,1,4,0.61
11345_7,1,4,0.5
1168_4,0,4,0.25
851_7,1,4,0.68
8072_10,1,4,0.71
298_4,0,4,0.44
6833_2,0,4,0.29
12158_3,0,4,0.52
3763_8,1,4,0.42
907_8,1,4,0.83
2979_10,1,4,0.58
10293_8,1,4,0.6
8563_10,1,4,0.75
11972_1,0,4,0.28
1069_3,0,4,0.76
1596_8,1,4,0.84
4786_1,0,4,0.4
8546_3,0,4,0.38
2178_3,0,4,0.5
7030_10,1,4,0.74
8469_7,1,4,0.22
9917_10,1,4,0.62
6099_4,0,4,0.43
8140_10,1,4,0.65
11751_10,1,4,0.63
658_1,0,4,0.24
1917_1,0,4,0.19
1515_1,0,4,0.22
2939_2,0,4,0.46
7279_1,0,4,0.22
11566_2,0,4,0.26
2817_1,0,4,0.46
6545_10,1,4,0.59
6682_10,1,4,0.73
8194_9,1,4,0.51
1031_2,0,4,0.31
2335_1,0,4,0.39
5376_3,0,4,0.26
9645_8,1,4,0.64
9114_10,1,4,0.6
1374_1,0,4,0.26
4825_8,1,4,0.77
2030_4,0,4,0.54
12219_4,0,4,0.26
4776_8,1,4,0.4
3734_3,0,4,0.27
5541_9,1,4,0.68
1547_1,0,4,0.27
2792_10,1,4,0.67
12492_4,0,4,0.4
3923_10,1,4,0.42
9775_4,0,4,0.51
2475_10,1,4,0.71
7770_1,0,4,0.2
11832_7,1,4,0.23
5759_10,1,4,0.65
2095_3,0,4,0.58
10271_10,1,4,0.73
11699_1,0,4,0.24
3071_4,0,4,0.3
11439_8,1,4,0.55
6417_1,0,4,0.35
342_10,1,4,0.44
3494_9,1,4,0.68
8478_1,0,4,0.27
3003_9,1,4,0.78
5769_9,1,4,0.3
4525_1,0,4,0.56
7189_4,0,4,0.31
2971_3,0,4,0.46
6500_3,0,4,0.4
12411_4,0,4,0.35
4022_1,0,4,0.33
11149_3,0,4,0.24
3316_10,1,4,0.86
3774_8,1,4,0.83
6062_1,0,4,0.2
10402_10,1,4,0.7
7328_2,0,4,0.46
6930_8,1,4,0.64
2393_2,0,4,0.4
3999_4,0,4,0.5
2078_1,0,4,0.35
6602_2,0,4,0.3
6969_2,0,4,0.29
5643_1,0,4,0.29
12099_9,1,4,0.64
4540_7,1,4,0.5
5556_10,1,4,0.56
7170_9,1,4,0.6
4307_10,1,4,0.63
11527_1,0,4,0.35
9104_2,0,4,0.44
4470_3,0,4,0.3
735_1,0,4,0.54
5424_1,0,4,0.31
4285_2,0,4,0.38
10001_4,0,4,0.43
1873_3,0,4,0.22
11676_2,0,4,0.44
2809_8,1,4,0.33
10126_2,0,4,0.53
10671_1,0,4,0.22
11284_1,0,4,0.25
9657_3,0,4,0.44
2942_1,0,4,0.27
11192_4,0,4,0.43
12333_1,0,4,0.33
2742_4,0,4,0.57
5428_4,0,4,0.38
6247_1,0,4,0.5
177_1,0,4,0.36
4907_8,1,4,0.83
4990_1,0,4,0.26
5835_2,0,4,0.23
572_1,0,4,0.41
2096_10,1,4,0.52
9301_10,1,4,0.56
5629_2,0,4,0.35
9884_1,0,4,0.53
5427_3,0,4,0.32
149_1,0,4,0.37
11758_1,0,4,0.32
4591_1,0,4,0.25
399_2,0,4,0.41
4964_10,1,4,0.56
7269_7,1,4,0.54
1882_1,0,4,0.47
11987_4,0,4,0.33
9695_10,1,4,0.72
6120_9,1,4,0.5
442_9,1,4,0.62
1137_4,0,4,0.52
2763_8,1,4,0.55
7425_3,0,4,0.75
9734_4,0,4,0.34
5423_4,0,4,0.3
10791_2,0,4,0.3
12149_10,1,4,0.67
7366_7,1,4,0.51
6554_1,0,4,0.49
12024_2,0,4,0.21
8867_10,1,4,0.8
4356_8,1,4,0.7
6272_1,0,4,0.46
2430_10,1,4,0.56
4028_10,1,4,0.42
6177_1,0,4,0.48
707_3,0,4,0.39
4843_7,1,4,0.74
7345_7,1,4,0.62
8545_9,1,4,0.45
12248_4,0,4,0.33
4428_1,0,4,0.24
6842_7,1,4,0.42
12132_10,1,4,0.42
8106_7,1,4,0.72
618_2,0,4,0.16
6837_3,0,4,0.38
4178_4,0,4,0.37
1207_4,0,4,0.39
9689_3,0,4,0.72
8443_4,0,4,0.58
5994_3,0,4,0.24
6733_3,0,4,0.55
8393_8,1,4,0.67
7942_10,1,4,0.42
2943_10,1,4,0.65
3766_10,1,4,0.55
6691_9,1,4,0.64
4426_1,0,4,0.48
8517_2,0,4,0.55
2230_1,0,4,0.29
6701_3,0,4,0.63
9431_2,0,4,0.34
3656_8,1,4,0.47
1875_2,0,4,0.73
8771_7,1,4,0.73
492_7,1,4,0.43
8197_8,1,4,0.69
6035_10,1,4,0.5
3592_3,0,4,0.58
6220_8,1,4,0.75
5970_3,0,4,0.27
10824_2,0,4,0.5
10278_1,0,4,0.32
8726_4,0,4,0.34
8926_1,0,4,0.55
868_3,0,4,0.47
7147_1,0,4,0.44
1884_3,0,4,0.37
11643_2,0,4,0.74
435_8,1,4,0.55
5808_4,0,4,0.43
9561_2,0,4,0.21
4358_1,0,4,0.28
11237_1,0,4,0.45
5225_9,1,4,0.56
8582_1,0,4,0.52
1283_10,1,4,0.81
9723_1,0,4,0.39
9796_9,1,4,0.67
4092_3,0,4,0.29
6504_10,1,4,0.63
7419_10,1,4,0.51
5493_10,1,4,0.54
4416_9,1,4,0.65
74_8,1,4,0.69
10148_3,0,4,0.12
3130_9,1,4,0.65
11130_9,1,4,0.69
9901_2,0,4,0.56
8579_2,0,4,0.33
1493_9,1,4,0.54
11269_8,1,4,0.59
6569_3,0,4,0.26
3031_2,0,4,0.34
7249_1,0,4,0.25
4676_3,0,4,0.49
9438_10,1,4,0.63
2894_4,0,4,0.6
10178_10,1,4,0.7
4331_7,1,4,0.65
6416_4,0,4,0.46
11946_9,1,4,0.53
11326_4,0,4,0.36
9034_2,0,4,0.61
8642_1,0,4,0.4
10154_1,0,4,0.17
12328_1,0,4,0.36
5345_9,1,4,0.72
9597_3,0,4,0.35
9164_1,0,4,0.53
3579_8,1,4,0.4
1378_9,1,4,0.31
3422_10,1,4,0.48
4668_10,1,4,0.47
3100_1,0,4,0.24
9285_10,1,4,0.48
2435_8,1,4,0.65
10102_7,1,4,0.64
1064_10,1,4,0.45
1267_7,1,4,0.44
1997_2,0,4,0.37
7820_1,0,4,0.34
12330_4,0,4,0.26
7311_9,1,4,0.55
4305_3,0,4,0.49
6539_1,0,4,0.28
4494_8,1,4,0.56
10906_2,0,4,0.4
7090_1,0,4,0.3
1777_3,0,4,0.3
7115_3,0,4,0.13
4286_1,0,4,0.47
2034_9,1,4,0.64
2980_4,0,4,0.22
84_3,0,4,0.41
2610_3,0,4,0.43
6528_4,0,4,0.34
10993_1,0,4,0.34
4824_7,1,4,0.68
11976_10,1,4,0.51
364_10,1,4,0.65
1171_10,1,4,0.48
3089_1,0,4,0.37
8329_4,0,4,0.34
10901_10,1,4,0.62
1754_3,0,4,0.56
5165_1,0,4,0.51
5986_10,1,4,0.59
341_4,0,4,0.3
1322_8,1,4,0.49
7938_2,0,4,0.17
11795_1,0,4,0.38
8451_10,1,4,0.65
9899_7,1,4,0.31
4918_7,1,4,0.73
4242_2,0,4,0.22
688_9,1,4,0.5
8131_1,0,4,0.16
4973_9,1,4,0.66
909_1,0,4,0.31
8967_4,0,4,0.39
10606_10,1,4,0.66
5960_8,1,4,0.54
11479_10,1,4,0.48
5107_10,1,4,0.45
7616_10,1,4,0.67
1228_2,0,4,0.28
5704_7,1,4,0.54
7530_9,1,4,0.63
2959_1,0,4,0.24
201_4,0,4,0.55
7591_8,1,4,0.47
3611_10,1,4,0.52
846_7,1,4,0.75
85_2,0,4,0.22
2778_3,0,4,0.25
3800_7,1,4,0.64
3541_7,1,4,0.7
1665_3,0,4,0.38
10220_3,0,4,0.27
6744_1,0,4,0.47
10572_1,0,4,0.48
12405_3,0,4,0.6
5022_1,0,4,0.22
6793_10,1,4,0.65
7512_8,1,4,0.54
7801_1,0,4,0.2
8527_8,1,4,0.51
5951_4,0,4,0.56
3473_1,0,4,0.59
4485_10,1,4,0.76
679_10,1,4,0.82
4765_2,0,4,0.42
4052_8,1,4,0.56
5822_3,0,4,0.39
407_10,1,4,0.76
4566_1,0,4,0.3
698_3,0,4,0.62
3040_8,1,4,0.79
12313_10,1,4,0.62
527_4,0,4,0.68
10907_9,1,4,0.48
11470_10,1,4,0.75
305_8,1,4,0.64
6023_1,0,4,0.34
9559_8,1,4,0.57
2497_1,0,4,0.24
1444_4,0,4,0.38
5562_2,0,4,0.37
7606_2,0,4,0.58
5023_10,1,4,0.71
6202_7,1,4,0.57
11592_10,1,4,0.68
2475_3,0,4,0.29
2111_7,1,4,0.81
351_4,0,4,0.46
10510_1,0,4,0.45
4041_1,0,4,0.64
11032_2,0,4,0.48
2666_1,0,4,0.28
7106_1,0,4,0.2
7402_2,0,4,0.13
8354_2,0,4,0.23
2084_8,1,4,0.39
6382_2,0,4,0.17
9552_1,0,4,0.31
10094_1,0,4,0.21
7863_10,1,4,0.6
640_10,1,4,0.57
5701_1,0,4,0.35
1664_10,1,4,0.63
1555_1,0,4,0.11
6904_8,1,4,0.67
10928_1,0,4,0.16
101_8,1,4,0.84
193_1,0,4,0.59
11287_8,1,4,0.52
10948_10,1,4,0.51
9514_10,1,4,0.8
3841_9,1,4,0.45
10969_10,1,4,0.7
293_7,1,4,0.32
12226_8,1,4,0.34
9221_3,0,4,0.56
11149_10,1,4,0.57
7467_10,1,4,0.51
219_2,0,4,0.24
5454_1,0,4,0.33
4091_7,1,4,0.63
9303_8,1,4,0.68
6742_8,1,4,0.68
12299_1,0,4,0.26
11222_8,1,4,0.8
5930_7,1,4,0.32
10100_10,1,4,0.6
1489_1,0,4,0.3
7835_4,0,4,0.55
592_10,1,4,0.73
198_8,1,4,0.6
5639_7,1,4,0.58
7211_1,0,4,0.53
4789_4,0,4,0.54
8165_8,1,4,0.48
9360_10,1,4,0.64
8997_10,1,4,0.43
5522_8,1,4,0.53
2409_9,1,4,0.73
7631_10,1,4,0.64
3825_8,1,4,0.33
9491_1,0,4,0.41
7132_10,1,4,0.82
526_2,0,4,0.6
1237_8,1,4,0.56
7595_1,0,4,0.41
8119_3,0,4,0.44
3872_4,0,4,0.24
9540_8,1,4,0.43
11654_9,1,4,0.65
2785_7,1,4,0.58
11846_2,0,4,0.5
11620_8,1,4,0.24
11966_10,1,4,0.7
10475_8,1,4,0.44
2633_8,1,4,0.43
4558_9,1,4,0.81
5921_7,1,4,0.56
6499_2,0,4,0.49
7341_4,0,4,0.33
2934_3,0,4,0.82
2067_1,0,4,0.35
2062_1,0,4,0.25
2446_10,1,4,0.63
2086_3,0,4,0.54
3739_2,0,4,0.21
4886_8,1,4,0.72
1880_4,0,4,0.72
1553_10,1,4,0.52
10006_4,0,4,0.22
5987_1,0,4,0.4
3782_4,0,4,0.58
11128_10,1,4,0.63
5902_9,1,4,0.64
394_8,1,4,0.37
467_7,1,4,0.69
1163_7,1,4,0.43
10801_8,1,4,0.7
10735_4,0,4,0.29
12169_1,0,4,0.24
7137_8,1,4,0.75
3173_8,1,4,0.33
12221_8,1,4,0.52
11122_10,1,4,0.7
1018_8,1,4,0.58
982_3,0,4,0.71
9459_8,1,4,0.64
11244_10,1,4,0.6
6410_10,1,4,0.7
1230_10,1,4,0.56
7619_2,0,4,0.35
997_4,0,4,0.44
3246_4,0,4,0.4
10907_1,0,4,0.15
24_8,1,4,0.77
4237_10,1,4,0.35
4923_7,1,4,0.75
6399_7,1,4,0.6
8208_2,0,4,0.35
6027_9,1,4,0.76
8345_7,1,4,0.6
3676_8,1,4,0.72
5104_1,0,4,0.36
5972_8,1,4,0.59
5283_3,0,4,0.36
159_4,0,4,0.68
10256_3,0,4,0.55
7624_7,1,4,0.71
8605_10,1,4,0.78
10856_8,1,4,0.74
6307_3,0,4,0.31
5185_10,1,4,0.91
12269_8,1,4,0.72
5235_1,0,4,0.46
323_1,0,4,0.24
3528_7,1,4,0.58
4613_4,0,4,0.32
5085_7,1,4,0.4
5158_3,0,4,0.2
604_8,1,4,0.89
11442_10,1,4,0.74
11048_4,0,4,0.49
10804_1,0,4,0.23
11919_1,0,4,0.73
4612_10,1,4,0.68
5622_2,0,4,0.34
8592_7,1,4,0.53
8660_1,0,4,0.45
2258_2,0,4,0.57
3462_1,0,4,0.3
8711_7,1,4,0.5
3275_1,0,4,0.58
5771_8,1,4,0.53
8804_10,1,4,0.66
3704_3,0,4,0.14
4572_10,1,4,0.46
4186_7,1,4,0.4
8826_2,0,4,0.48
4179_10,1,4,0.49
11320_10,1,4,0.54
11568_4,0,4,0.4
7097_9,1,4,0.34
1818_1,0,4,0.2
5397_9,1,4,0.57
11436_1,0,4,0.42
8943_4,0,4,0.65
1345_4,0,4,0.31
8662_8,1,4,0.65
2123_3,0,4,0.31
12260_10,1,4,0.59
10251_3,0,4,0.38
1049_7,1,4,0.59
8680_3,0,4,0.14
1853_8,1,4,0.64
12004_4,0,4,0.5
269_1,0,4,0.46
12041_9,1,4,0.62
12371_8,1,4,0.5
2638_10,1,4,0.72
1898_2,0,4,0.48
5440_10,1,4,0.67
4124_1,0,4,0.47
1506_7,1,4,0.61
1124_10,1,4,0.65
9571_9,1,4,0.5
12302_7,1,4,0.72
6283_2,0,4,0.36
4183_1,0,4,0.31
9885_10,1,4,0.8
11724_2,0,4,0.47
7802_10,1,4,0.57
